Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
1992-05-11,14.0,14.5,13.75,14.13,83022.0,0.0,1.0,0.91315115389927,0.94576369510996,0.89684488329393,0.92163041461405,560398.5
1992-05-12,14.0,14.5,13.75,14.25,248741.0,0.0,1.0,0.91315115389927,0.94576369510996,0.89684488329393,0.92945742450462,1679001.75
1992-05-13,14.0,14.25,13.75,14.0,96044.0,0.0,1.0,0.91315115389927,0.92945742450462,0.89684488329393,0.91315115389927,648297.0
1992-05-14,13.75,14.0,13.5,14.0,250978.0,0.0,1.0,0.89684488329393,0.91315115389927,0.88053861268858,0.91315115389927,1694101.5
1992-05-15,14.0,14.0,13.25,14.0,15970.0,0.0,1.0,0.91315115389927,0.91315115389927,0.86423234208324,0.91315115389927,107797.5
1992-05-18,14.0,14.0,13.5,14.0,18207.0,0.0,1.0,0.91315115389927,0.91315115389927,0.88053861268858,0.91315115389927,122897.25
1992-05-19,14.0,14.25,13.5,14.25,21081.0,0.0,1.0,0.91315115389927,0.92945742450462,0.88053861268858,0.92945742450462,142296.75
1992-05-20,13.5,14.25,13.5,14.25,16667.0,0.0,1.0,0.88053861268858,0.92945742450462,0.88053861268858,0.92945742450462,112502.25
1992-05-21,14.25,14.25,13.5,13.5,33052.0,0.0,1.0,0.92945742450462,0.92945742450462,0.88053861268858,0.88053861268858,223101.0
1992-05-22,14.0,14.0,13.5,13.63,19541.0,0.0,1.0,0.91315115389927,0.91315115389927,0.88053861268858,0.88901787340336,131901.75
1992-05-26,13.5,14.0,13.5,13.5,37674.0,0.0,1.0,0.88053861268858,0.91315115389927,0.88053861268858,0.88053861268858,254299.5
1992-05-27,14.0,14.0,13.5,13.5,5111.0,0.0,1.0,0.91315115389927,0.91315115389927,0.88053861268858,0.88053861268858,34499.25
1992-05-28,14.0,14.0,13.5,13.5,22207.0,0.0,1.0,0.91315115389927,0.91315115389927,0.88053861268858,0.88053861268858,149897.25
1992-05-29,13.5,14.0,13.5,14.0,26711.0,0.0,1.0,0.88053861268858,0.91315115389927,0.88053861268858,0.91315115389927,180299.25
1992-06-01,14.0,14.0,13.5,13.5,9096.0,0.0,1.0,0.91315115389927,0.91315115389927,0.88053861268858,0.88053861268858,61398.0
1992-06-02,14.0,14.0,13.5,14.0,33170.0,0.0,1.0,0.91315115389927,0.91315115389927,0.88053861268858,0.91315115389927,223897.5
1992-06-03,14.0,14.0,13.0,13.0,40341.0,0.0,1.0,0.91315115389927,0.91315115389927,0.8479260714779,0.8479260714779,272301.75
1992-06-04,13.75,13.75,13.0,13.37,28859.0,0.0,1.0,0.89684488329393,0.89684488329393,0.8479260714779,0.87205935197381,194798.25
1992-06-05,13.75,13.75,13.0,13.75,16385.0,0.0,1.0,0.89684488329393,0.89684488329393,0.8479260714779,0.89684488329393,110598.75
1992-06-08,13.0,13.75,13.0,13.0,6741.0,0.0,1.0,0.8479260714779,0.89684488329393,0.8479260714779,0.8479260714779,45501.75
1992-06-09,13.0,13.75,13.0,13.25,6830.0,0.0,1.0,0.8479260714779,0.89684488329393,0.8479260714779,0.86423234208324,46102.5
1992-06-10,13.25,14.25,13.25,14.25,19748.0,0.0,1.0,0.86423234208324,0.92945742450462,0.86423234208324,0.92945742450462,133299.0
1992-06-11,14.25,14.25,13.25,14.25,2741.0,0.0,1.0,0.92945742450462,0.92945742450462,0.86423234208324,0.92945742450462,18501.75
1992-06-12,13.25,14.25,13.25,13.25,3970.0,0.0,1.0,0.86423234208324,0.92945742450462,0.86423234208324,0.86423234208324,26797.5
1992-06-15,14.25,14.25,13.25,13.25,400.0,0.0,1.0,0.92945742450462,0.92945742450462,0.86423234208324,0.86423234208324,2700.0
1992-06-16,13.25,14.25,13.25,13.25,31407.0,0.0,1.0,0.86423234208324,0.92945742450462,0.86423234208324,0.86423234208324,211997.25
1992-06-17,14.25,14.25,13.25,13.25,12785.0,0.0,1.0,0.92945742450462,0.92945742450462,0.86423234208324,0.86423234208324,86298.75
1992-06-18,14.0,14.0,13.13,13.13,63081.0,0.0,1.0,0.91315115389927,0.91315115389927,0.85640533219268,0.85640533219268,425796.75
1992-06-19,13.37,13.5,12.5,12.5,15348.0,0.0,1.0,0.87205935197381,0.88053861268858,0.81531353026721,0.81531353026721,103599.0
1992-06-22,13.0,13.0,12.5,13.0,3363.0,0.0,1.0,0.8479260714779,0.8479260714779,0.81531353026721,0.8479260714779,22700.25
1992-06-23,12.75,13.0,12.25,12.25,5511.0,0.0,1.0,0.83161980087255,0.8479260714779,0.79900725966186,0.79900725966186,37199.25
1992-06-24,13.0,13.0,12.25,12.25,1096.0,0.0,1.0,0.8479260714779,0.8479260714779,0.79900725966186,0.79900725966186,7398.0
1992-06-25,13.0,13.0,12.25,13.0,8385.0,0.0,1.0,0.8479260714779,0.8479260714779,0.79900725966186,0.8479260714779,56598.75
1992-06-26,13.0,13.0,11.5,11.88,31407.0,0.0,1.0,0.8479260714779,0.8479260714779,0.75008844784583,0.77487397916595,211997.25
1992-06-29,11.25,11.75,11.25,11.25,5600.0,0.0,1.0,0.73378217724049,0.76639471845118,0.73378217724049,0.73378217724049,37800.0
1992-06-30,11.25,11.75,11.25,11.25,489.0,0.0,1.0,0.73378217724049,0.76639471845118,0.73378217724049,0.73378217724049,3300.75
1992-07-01,11.75,13.25,11.75,13.25,20756.0,0.0,1.0,0.76639471845118,0.86423234208324,0.76639471845118,0.86423234208324,140103.0
1992-07-02,12.5,14.5,12.5,14.0,13304.0,0.0,1.0,0.81531353026721,0.94576369510996,0.81531353026721,0.91315115389927,89802.0
1992-07-06,14.0,14.25,13.75,14.0,38089.0,0.0,1.0,0.91315115389927,0.92945742450462,0.89684488329393,0.91315115389927,257100.75
1992-07-07,13.75,14.25,13.75,13.75,22311.0,0.0,1.0,0.89684488329393,0.92945742450462,0.89684488329393,0.89684488329393,150599.25
1992-07-08,13.75,13.75,13.0,13.5,12696.0,0.0,1.0,0.89684488329393,0.89684488329393,0.8479260714779,0.88053861268858,85698.0
1992-07-09,14.0,14.0,13.75,14.0,4281.0,0.0,1.0,0.91315115389927,0.91315115389927,0.89684488329393,0.91315115389927,28896.75
1992-07-10,13.25,14.0,13.25,13.5,3556.0,0.0,1.0,0.86423234208324,0.91315115389927,0.86423234208324,0.88053861268858,24003.0
1992-07-13,14.0,14.75,13.5,14.5,37274.0,0.0,1.0,0.91315115389927,0.96206996571531,0.88053861268858,0.94576369510996,251599.5
1992-07-14,14.5,14.5,13.75,13.75,4593.0,0.0,1.0,0.94576369510996,0.94576369510996,0.89684488329393,0.89684488329393,31002.75
1992-07-15,14.25,16.25,14.25,15.5,80163.0,0.0,1.0,0.92945742450462,1.0599075893474,0.92945742450462,1.0109887775313,541100.25
1992-07-16,15.25,16.0,15.25,15.25,10015.0,0.0,1.0,0.99468250692599,1.043601318742,0.99468250692599,0.99468250692599,67601.25
1992-07-17,15.0,15.5,14.75,14.75,10933.0,0.0,1.0,0.97837623632065,1.0109887775313,0.96206996571531,0.96206996571531,73797.75
1992-07-20,15.25,15.25,14.5,15.25,3052.0,0.0,1.0,0.99468250692599,0.99468250692599,0.94576369510996,0.99468250692599,20601.0
1992-07-21,14.5,15.5,14.5,15.5,12474.0,0.0,1.0,0.94576369510996,1.0109887775313,0.94576369510996,1.0109887775313,84199.5
1992-07-22,15.5,15.5,14.5,15.25,37674.0,0.0,1.0,1.0109887775313,1.0109887775313,0.94576369510996,0.99468250692599,254299.5
1992-07-23,15.0,15.0,15.0,15.0,400.0,0.0,1.0,0.97837623632065,0.97837623632065,0.97837623632065,0.97837623632065,2700.0
1992-07-24,15.75,15.75,15.0,15.25,17896.0,0.0,1.0,1.0272950481367,1.0272950481367,0.97837623632065,0.99468250692599,120798.0
1992-07-27,15.75,16.0,15.25,16.0,95022.0,0.0,1.0,1.0272950481367,1.043601318742,0.99468250692599,1.043601318742,641398.5
1992-07-28,16.0,16.25,15.25,16.25,13393.0,0.0,1.0,1.043601318742,1.0599075893474,0.99468250692599,1.0599075893474,90402.75
1992-07-29,16.25,16.25,15.75,16.25,17807.0,0.0,1.0,1.0599075893474,1.0599075893474,1.0272950481367,1.0599075893474,120197.25
1992-07-30,16.25,16.25,15.75,15.75,2444.0,0.0,1.0,1.0599075893474,1.0599075893474,1.0272950481367,1.0272950481367,16497.0
1992-07-31,15.75,16.0,15.75,16.0,7052.0,0.0,1.0,1.0272950481367,1.043601318742,1.0272950481367,1.043601318742,47601.0
1992-08-03,15.25,16.0,15.25,16.0,4370.0,0.0,1.0,0.99468250692599,1.043601318742,0.99468250692599,1.043601318742,29497.5
1992-08-04,15.5,15.5,15.5,15.5,696.0,0.0,1.0,1.0109887775313,1.0109887775313,1.0109887775313,1.0109887775313,4698.0
1992-08-05,16.25,16.25,16.25,16.25,815.0,0.0,1.0,1.0599075893474,1.0599075893474,1.0599075893474,1.0599075893474,5501.25
1992-08-06,16.25,16.25,15.25,15.5,5319.0,0.0,1.0,1.0599075893474,1.0599075893474,0.99468250692599,1.0109887775313,35903.25
1992-08-07,16.25,16.25,15.5,16.25,4178.0,0.0,1.0,1.0599075893474,1.0599075893474,1.0109887775313,1.0599075893474,28201.5
1992-08-10,16.25,16.25,15.75,16.25,3156.0,0.0,1.0,1.0599075893474,1.0599075893474,1.0272950481367,1.0599075893474,21303.0
1992-08-11,16.25,16.25,14.0,14.63,48119.0,0.0,1.0,1.0599075893474,1.0599075893474,0.91315115389927,0.95424295582474,324803.25
1992-08-12,14.75,15.0,14.0,15.0,12785.0,0.0,1.0,0.96206996571531,0.97837623632065,0.91315115389927,0.97837623632065,86298.75
1992-08-13,16.0,16.25,15.5,15.5,28459.0,0.0,1.0,1.043601318742,1.0599075893474,1.0109887775313,1.0109887775313,192098.25
1992-08-14,16.25,16.25,15.5,16.0,150415.0,0.0,1.0,1.0599075893474,1.0599075893474,1.0109887775313,1.043601318742,1015301.25
1992-08-17,16.0,16.5,16.0,16.38,16163.0,0.0,1.0,1.043601318742,1.0762138599527,1.043601318742,1.0683868500621,109100.25
1992-08-18,16.5,17.0,16.13,16.62,51200.0,0.0,1.0,1.0762138599527,1.1088264011634,1.0520805794568,1.0840408698433,345600.0
1992-08-19,16.88,17.0,16.25,17.0,16163.0,0.0,1.0,1.1009993912728,1.1088264011634,1.0599075893474,1.1088264011634,109100.25
1992-08-20,16.25,17.0,16.25,17.0,20163.0,0.0,1.0,1.0599075893474,1.1088264011634,1.0599075893474,1.1088264011634,136100.25
1992-08-21,17.0,17.0,16.25,17.0,21896.0,0.0,1.0,1.1088264011634,1.1088264011634,1.0599075893474,1.1088264011634,147798.0
1992-08-24,17.0,17.0,16.0,16.0,15244.0,0.0,1.0,1.1088264011634,1.1088264011634,1.043601318742,1.043601318742,102897.0
1992-08-25,16.75,16.75,16.0,16.75,5600.0,0.0,1.0,1.0925201305581,1.0925201305581,1.043601318742,1.0925201305581,37800.0
1992-08-26,16.75,16.75,16.75,16.75,1215.0,0.0,1.0,1.0925201305581,1.0925201305581,1.0925201305581,1.0925201305581,8201.25
1992-08-27,16.75,16.75,16.5,16.75,1719.0,0.0,1.0,1.0925201305581,1.0925201305581,1.0762138599527,1.0925201305581,11603.25
1992-08-28,16.0,16.75,16.0,16.25,8059.0,0.0,1.0,1.043601318742,1.0925201305581,1.043601318742,1.0599075893474,54398.25
1992-08-31,16.75,16.75,16.0,16.75,6341.0,0.0,1.0,1.0925201305581,1.0925201305581,1.043601318742,1.0925201305581,42801.75
